   9.8100000e+01   6.7749065e+02
   4.1222390e+02   6.8198130e+02
   5.7569749e+03   7.5832234e+02
   1.1147070e+04   8.3466339e+02
   1.2442412e+04   8.5262599e+02
   1.8971203e+04   1.0748561e+03
   2.2230594e+04   1.1972632e+03
   2.5487155e+04   1.3196703e+03
   2.8739375e+04   1.4202331e+03
   3.5244893e+04   1.5685945e+03
   4.1767985e+04   1.6114275e+03
   4.8331036e+04   1.6542605e+03
   5.4933474e+04   1.6636289e+03
   6.1581153e+04   1.6729973e+03
   6.8272667e+04   1.6821869e+03
   7.5005863e+04   1.6912871e+03
   8.1782332e+04   1.7003873e+03
   8.8601406e+04   1.7093199e+03
   9.5463065e+04   1.7177499e+03
   1.0236631e+05   1.7261799e+03
   1.0931319e+05   1.7341427e+03
   1.1630540e+05   1.7421054e+03
   1.2334394e+05   1.7501918e+03
   1.2688744e+05   1.7542555e+03
   1.2866565e+05   1.7562874e+03
   1.3044816e+05   1.7583193e+03
   1.3223423e+05   1.7603512e+03
   1.3402400e+05   1.7623733e+03
   1.3581756e+05   1.7642177e+03
   1.3761426e+05   1.7660622e+03
   1.3941397e+05   1.7679067e+03
   1.4121615e+05   1.7697511e+03
   1.4844029e+05   1.7771290e+03
   1.5571308e+05   1.7839511e+03
   1.6322491e+05   1.7902174e+03
   1.7079499e+05   1.7964837e+03
   1.7839614e+05   1.8016561e+03
   1.8602836e+05   1.8068286e+03
   1.8794605e+05   1.8081217e+03
   1.8986664e+05   1.8094148e+03
   1.9178948e+05   1.8115138e+03
   1.9371481e+05   1.8136129e+03
   1.9564282e+05   1.8157119e+03
   1.9757358e+05   1.8178109e+03
   2.0144157e+05   1.8220090e+03
   2.0532068e+05   1.8262070e+03
   2.0921105e+05   1.8304051e+03
   2.1311441e+05   1.8334312e+03
   2.1703050e+05   1.8364572e+03
   2.2096436e+05   1.8394833e+03
   2.2687689e+05   1.8440224e+03
   2.2885470e+05   1.8455354e+03
   2.3087292e+05   1.8470485e+03
   2.3292264e+05   1.8485615e+03
   2.3499139e+05   1.8501586e+03
   2.3707307e+05   1.8520932e+03
   2.3916848e+05   1.8540277e+03
   2.4127498e+05   1.8559622e+03
   2.4338781e+05   1.8578967e+03
   2.4550951e+05   1.8598313e+03
   2.4763612e+05   1.8617658e+03
   2.4977708e+05   1.8637003e+03
   2.5835581e+05   1.8714384e+03
   2.6701832e+05   1.8791448e+03
   2.7580890e+05   1.8868331e+03
   2.9343365e+05   1.9020409e+03
   3.3771041e+05   1.9380444e+03
   3.8257168e+05   1.9725022e+03
   4.2800896e+05   2.0054245e+03
   4.7401807e+05   2.0368449e+03
   5.2059808e+05   2.0665299e+03
   5.6775204e+05   2.0950248e+03
   6.1548708e+05   2.1223827e+03
   6.6381432e+05   2.1486514e+03
   7.6192644e+05   2.1980699e+03
   8.6278608e+05   2.2426749e+03
